question,answer_llm,answer_orig,document
"For legal or finance docs, when does BM25 plus embeddings make more sense than dense search alone?",I don't know.,"Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What tools can I use to turn PDFs into cleaner markdown before I split them into chunks?,"You can use these tools to extract PDFs into cleaner Markdown before chunking:

- **pymupdf4llm** — fast, decent quality
- **Docling** — slower, but often higher quality, especially for tables/figures
- **GROBID** — especially good for academic papers and structure extraction

If the PDFs are scanned or image-based, you may also need OCR tools like:

- **pytesseract / Tesseract OCR**
- **Hosted OCR** such as **Mistral OCR**

The course says there isn’t one required tool, so try a couple on a sample of your documents and use whichever gives the cleanest output.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"What does reproducibility mean for this project, and do I need to give reviewers my API keys?","Reproducibility here means a reviewer should be able to:

- clone your repo,
- follow your README,
- run your scripts,
- and recreate the system from scratch.

They should do this using their **own** credentials, not yours.

So: **no, you should not give reviewers your API keys**. Never commit API keys or hosted-service credentials to the repo.

What you should provide instead:

- a script or notebook that ingests the dataset and rebuilds the search index locally
- a `.env.example` file with variable names only, no secrets
- instructions for the reviewer to create their own `.env`
- `.env` added to `.gitignore`
- pinned dependency versions and a documented Python version

","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I let someone rebuild the search index from the dataset without my credentials?,"Let them clone your repo and rebuild the search index locally from the dataset using their own credentials.

Concretely:
- include a script or notebook that ingests the dataset and rebuilds the index
- do **not** put API keys in the repo
- add a `.env.example` with the needed variable names only
- tell them to create their own `.env` and use their own keys
- keep `.env` in `.gitignore`

If you want, I can help you phrase this in a README.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"What should I put in .env.example, and should my real .env file be committed to the repo?","Put **only the variable names** in `.env.example`, with **no real values**. For example:

```env
OPENAI_API_KEY=
GROQ_API_KEY=
GEMINI_API_KEY=
```

Your real `.env` file should **not** be committed to the repo. Add it to `.gitignore`:

```gitignore
.env
```

The course recommends sharing `.env.example` for reproducibility and having reviewers create their own `.env` with their own API keys.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Do you recommend using a cheap model so the reviewer doesn't spend too much when testing it?,"Yes — that’s exactly the recommendation. For reproducibility, use a cheap model like `gpt-4o-mini`, Groq, or similar so reviewers don’t burn through credits when testing your project.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
What do I need to pin or document so the setup works the same on another machine?,"Pin and document these so it works the same on another machine:

- **Dependency versions**: use `requirements.txt` or a `pyproject.toml` lock file.
- **Python version**: document the exact Python version.
- **Docker version**: if you use Docker, document that too.
- **Environment variables**: ship a `.env.example` with variable names only, and keep your real `.env` out of git.
- **Rebuild steps**: include a script or notebook that can ingest the data and rebuild any search index or other setup from scratch.

Also, if you’re using hosted services, don’t commit API keys — the other machine should use its own credentials.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Can I do the homework and capstone in JavaScript, Go, or another language instead of Python?","Yes — you can use JavaScript, Go, or another language for the homework and capstone project, but Python is strongly recommended.

If you use a non-Python stack:
- make sure the submission is easy to reproduce and evaluate,
- provide very thorough documentation,
- include clear install and run steps for Windows, macOS, and Linux,
- and assume the reviewer may not know that language/ecosystem.

Example for Go:
```bash
go mod tidy
go run .
```

So: technically yes, but Python is the easiest path and the expected default.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"Is Python basically required for the project, or just recommended?","In most cases, **Python is basically the expected choice** for the capstone project, not just a casual recommendation.

The context says:
- the course materials, examples, and reviewer expectations are **Python-based**
- this applies to **every homework and the final/capstone project**
- using another language is **technically possible**, but only if you have a **strong reason**

So: **Python is strongly preferred and the easiest path**. You can use another stack, but then you need very thorough documentation and it may make review harder.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I use a non-Python stack, what should I include in the README so the reviewer can run it?","Include very thorough setup and run instructions so the reviewer can reproduce it on Windows, macOS, and Linux. In particular, explain:

- how to install the language/runtime and dependencies
- the exact commands to build/run the project
- any environment setup needed

Example for Go:

```bash
go mod tidy
go run .
```

Also make sure the project is easy to reproduce and evaluate.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Do reviewers expect the course assignments to be written in Python only?,"No. The course expects Python in most cases, and the reviewer expectations are Python-based, but using another language is technically possible if you have a strong reason and provide very thorough documentation.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"What kind of install and run instructions are needed if I submit a project in Rust, Java, or R?","If you submit a project in Rust, Java, or R, your README should be very thorough and explain:

- how to install all dependencies
- how to run the project
- how to do this on **Windows, macOS, and Linux**

The goal is that the reviewer can reproduce and evaluate the project easily without needing to know that language or ecosystem.

For example, the instructions should be detailed enough to show the equivalent of:

```bash
go mod tidy
go run .
```

So for Rust, Java, or R, include clear setup and run steps for each operating system.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Where do I look to see past LLM Zoomcamp capstone projects?,"You can browse past LLM Zoomcamp capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there a page with previous project submissions for the LLM Zoomcamp?,"Yes — you can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Can I check old LLM Zoomcamp projects to get an idea of what to build?,"Yes — you can browse previous LLM Zoomcamp project submissions to get an idea of scope and quality:

- 2024 projects: https://courses.datatalks.club/llm-zoomcamp-2024/projects
- 2025 projects: https://courses.datatalks.club/llm-zoomcamp-2025/projects

These can help you understand what to build. Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Where are the 2024 and 2025 LLM Zoomcamp project examples listed?,"The 2024 and 2025 LLM Zoomcamp project examples are listed here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there a place to browse submitted capstone repos from earlier LLM Zoomcamp runs?,"Yes — you can browse previous LLM Zoomcamp capstone submissions here:

- 2024 projects: https://courses.datatalks.club/llm-zoomcamp-2024/projects
- 2025 projects: https://courses.datatalks.club/llm-zoomcamp-2025/projects

These pages list submitted repositories and can help you see the expected scope and quality.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do I need to reserve my capstone project idea before I start working on it?,"No. You do not need to announce or reserve your project idea before starting. If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"Should I announce my project topic somewhere first, or can I just begin?","No — you do not need to announce or reserve your project idea before starting. You can just begin.

If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I get feedback on my capstone idea in Slack before I start?,"Yes — if you want feedback on your capstone idea, you can ask in Slack before you start. You do **not** need to announce or reserve the idea first.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Is it okay if my project is on a topic similar to someone else's previous project?,Yes — similar topics are okay as long as your implementation is your own and your submission meets the project requirements.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Where can I look at old capstone projects to judge the right scope for my own idea?,"You can browse previous LLM Zoomcamp capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These examples can help you judge the right scope for your own idea.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I build my capstone as a Telegram bot or WhatsApp bot instead of a website?,"Yes. You can use any interface for your capstone — including a Telegram bot or WhatsApp bot instead of a web app.

The course does not require a specific interface, as long as the project meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Is a web app required for the project, or can I use something like a CLI or Slack app?","No — a web app is not required. You can use any interface for the project, including a CLI or a Slack app, as long as it meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
Do you have to expose the project through a specific kind of interface for evaluation?,"No. You can use any interface for the project — a web app, CLI, Telegram or WhatsApp bot, Slack app, notebook, or anything else. There are no strict requirements for the interface, as long as it fits your idea and meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"If I choose a notebook or another custom interface, is that still acceptable for the capstone?","Yes — a notebook or another custom interface is acceptable for the capstone.

There are no strict requirements about the user interface: you can use a web app, CLI, Telegram/WhatsApp bot, Slack app, notebook, or anything else, as long as the project meets the evaluation criteria.

If you use a notebook for the ingestion pipeline, note that it is worth 1 point instead of 2.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Will the course show how to make these user interfaces, or do I need to set that up myself?","The course doesn’t teach how to build those interfaces, so you’ll need to set that up yourself. You can use any interface you want, but you’ll figure out the implementation on your own.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
What’s a good tool for pulling text out of PDFs for a RAG app?,"A good option is **docling** — it converts PDFs into structured Markdown/JSON and is well-suited for RAG apps.

Other good choices from the course context are:

- **PyMuPDF / pymupdf4llm** — fast text extraction, Markdown output
- **unstructured** — handles many document types and layouts
- **pytesseract** — for scanned/image-based PDFs with no text layer
- **Hosted OCR** like **Mistral OCR** — if you prefer an API

If you want the best fit, try a couple on sample PDFs and see which gives the cleanest output.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"If my PDFs are scanned images, what can I use to get the text?","If your PDFs are scanned images, you can use **OCR** to get the text.

The context specifically suggests:

- **`pytesseract`** (Tesseract OCR) for scanned/image-based PDFs
- Or a **hosted OCR service** like **Mistral OCR**

You can also try tools like **docling**, **PyMuPDF**, or **unstructured**, but for scanned PDFs the OCR option is the key one.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Should I use docling, PyMuPDF, or unstructured for document extraction in the capstone?","Use whichever works best for your data — the course does **not** prescribe a specific tool.

Common options mentioned are:

- **docling** — good for converting PDFs to structured Markdown/JSON for RAG
- **PyMuPDF / pymupdf4llm** — fast text extraction, Markdown output
- **unstructured** — handles many document types and layouts

If your PDFs are scanned or image-based, you may also need OCR tools like **pytesseract** or a hosted OCR service.

Best advice: try a couple on a sample of your documents and pick the one that gives the cleanest extraction.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Is there a recommended OCR option for image-only PDFs, or can I just use an API?","Yes — for image-only/scanned PDFs, you can use OCR, and the course explicitly says **hosted OCR such as Mistral OCR** is fine if you’d rather call an API than run OCR locally.

If you want local options, **pytesseract/Tesseract OCR** is mentioned as the choice for scanned/image-based PDFs with no text layer.

So: **API is absolutely okay**; there isn’t a single required OCR tool.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
How do I decide which PDF-to-text extractor works best for my documents?,"Try a couple on a sample of your documents and see which gives the cleanest text.

Good options to test are:

- **docling** — structured Markdown/JSON, good for RAG
- **PyMuPDF / pymupdf4llm** — fast text extraction, Markdown output
- **unstructured** — handles many document types and layouts
- **pytesseract** — for scanned/image-based PDFs with no text layer
- **Hosted OCR** like **Mistral OCR** — if you prefer an API

The course doesn’t prescribe a specific tool; use whatever works best for your data.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Can I reuse the workshop content in my own capstone project, or is that not allowed?","Yes — you can reuse the workshop content in your own capstone project. The context says that since dlt is open-source, you can use the content of the workshop for a capstone project and even directly in your projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Is it okay to take the dlt workshop materials and use them in another project I'm building?,"Yes — the workshop materials can be used in your own projects. The context says dlt is open-source, and you can use the workshop content directly for a capstone or other projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Would this open-source workshop be usable for something like an MLOps Zoomcamp project too?,"Yes — according to the workshop context, the content can be used directly in other Zoomcamps, including an MLOps Zoomcamp project. Since dlt is open-source and its main purpose is to load and store data easily, it’s considered usable for that kind of project too.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"If I have questions while using the workshop material in my project, am I supposed to ask them somewhere?","Yes — if you have questions while using the workshop material in your project, you can ask in Slack.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Am I allowed to share or apply the workshop examples directly in my own work since dlt is open-source?,"Yes — the workshop materials can be used in your own projects, and you can apply them directly, since dlt is open-source. You can also use them for a capstone project or other Zoomcamps.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
How do I create a new dlt project for loading data from the cloud into DuckDB?,"Use this command on the command line:

```bash
dlt init filesystem duckdb
```

More directions are available at: https://dlthub.com/docs/tutorial/filesystem","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
What command should I run to initialize a filesystem source with dlt?,"Run:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
